dig,iap,iau,ndn,tts,tec,rdf,fin,agdp,tin,url,gov,net,tra,edu,icl,title,text
5.774924147,4752.84,2769.2,313.52,5999.1,144010,6087152.7,0.855633947,1.69296991,0.122845754,54.01,0.18732178,4.625854777,0.10594608,-1.763869655,23902.7,0.048621579,-1.943042932
5.831325137,4934.54,3090.94,273.05,8156.78,178585,6855770.4,0.946204423,1.699114069,0.183046294,55.43,0.18860394,4.616703422,0.1219895,-1.755182746,24810.1,0.050918849,-1.776864943
4.61927031,1023.53,707.98,15.65,438.7,51316,2633099.2,0.753938753,1.364787998,-0.241065698,53.23,0.16897591,4.370712875,0.08931525,-2.278874982,14809,0,-6.82986874
5.10448987,1153.2,813.3,21,610.2,50816,3117986.6,0.793274557,1.477837226,-0.106643561,54.51,0.1763343,4.33283639,0.08878126,-2.310125007,16472.5,-0.002418923,-5.311503928
5.247760643,1266.06,869.73,35.49,620.4,59050,3629506.1,0.813869891,1.581750736,-0.061452089,55.73,0.18021515,4.372102553,0.09361335,-2.357269161,18283.2,0.007235096,-4.179608376
5.423848089,2061.13,1014.36,133.2,828.34,74240,4072725.7,0.874623047,1.649067388,0.006985544,57.18,0.2075398,4.349245145,0.09350108,-2.346370693,20025.6,0.004404618,-3.655941242
5.48005542,2594.68,1131.88,101.96,515.29,95157,4459621.6,0.918153356,1.737719072,0.059626477,58.57,0.19662958,4.376888457,0.07844333,-2.330806096,21786.6,0.019879912,-2.97245856
5.653471154,2605.51,1242.92,78.97,857.64,110234,4689376.8,0.952041393,1.843229531,0.135395903,59.88,0.1917031,4.438170645,0.08402295,-2.311393423,23757.2,0.018468077,-2.536572641
5.766694674,2961.29,1480.73,106.21,2040.03,124535,5255193.9,0.950899789,1.961461737,0.173331265,61,0.18437658,4.544676806,0.08311756,-2.275885734,25814.5,0.037035474,-2.110490614
5.841803773,3062.28,1708.32,206.33,3370.8,141321,5865142.5,0.900537458,2.037473057,0.201225087,61.83,0.17391455,4.564035643,0.08679971,-2.246222142,28319.5,0.048621579,-1.943042932
5.8823191,3221.41,1870.16,180.39,4205.17,163613,6109588.3,1.072973062,1.9972413,0.364337511,62.89,0.19434162,4.58873588,0.09882854,-2.193251906,27880.6,0.050918849,-1.776864943
4.540204907,1070.16,604.39,14.28,442.5,35709,2290876.8,0.560283622,1.169472039,-0.130440175,46.22,0.18592388,4.168214411,0.06533223,-2.124371228,14391,0,-6.82986874
4.995250892,1219.6,702.4,17.98,595.3,41336,2703987.2,0.603415452,1.272611813,-0.083221839,47.63,0.19051876,4.223909767,0.06621975,-2.127614606,16004.9,-0.002418923,-5.311503928
5.119609273,1498.31,744.92,32.52,663.7,44194,3100445.7,0.63536599,1.365617307,-0.037918921,48.98,0.18557238,4.250635807,0.0731773,-2.111659127,17621.7,0.007235096,-4.179608376
5.32971913,1931.75,910.48,58.6,802.51,54501,3525450.2,0.73777431,1.462220144,0.035618078,50.79,0.19821042,4.236567243,0.06394965,-2.089362948,19317.5,0.004404618,-3.655941242
5.383072032,2395.26,1066.88,137.19,555.75,67779,3929647.3,0.79012692,1.539153207,0.147298687,52.7,0.20091552,4.293195421,0.05649829,-2.067861213,21114.8,0.019879912,-2.97245856
5.564980072,2436.01,1315.48,112.45,929.11,77934,4617716.2,0.840605991,1.629838204,0.25502974,54.62,0.20261918,4.417031744,0.07191939,-2.047643036,23102.7,0.018468077,-2.536572641
5.658819976,2821.1,1635.32,122.28,2477.1,94503,5167217.3,0.852714308,1.700427134,0.330066046,56.09,0.20533809,4.514807746,0.08465206,-2.020196582,25240.8,0.037035474,-2.110490614
5.739310481,2997.94,1873.77,250.15,4248.8,106113,5931484.9,0.872011309,1.79349413,0.302642111,57.45,0.20211299,4.565285252,0.10868013,-1.999406135,27679.7,0.048621579,-1.943042932
5.805225326,3242.37,2113.17,184.81,5671.25,128573,6645286,0.943312922,1.838965045,0.291766221,58.76,0.20112083,4.616406818,0.11669115,-1.984314746,29379.9,0.050918849,-1.776864943
4.844659416,3158.08,1903.57,281.58,1766.4,229514,10778634,1.104279168,1.654561362,-0.01457977,67.15,0.12945732,4.776599302,1.0896123,-2.011850918,21268,0,-6.82986874
5.219165928,3325.2,2081.7,355.36,2768.1,264265,12374791,1.14002662,1.723288069,0.031566494,68.09,0.1346303,4.928412434,1.0816023,-2.062251367,23420.8,-0.002418923,-5.311503928
5.305938254,3597.68,2174.12,390.49,2493.5,278358,13752869,1.143660795,1.790235475,0.039105322,68.62,0.13497508,4.936988754,0.97006778,-2.088844475,25685,0.007235096,-4.179608376
5.484589443,4765.46,2682.67,497.1,3150.03,355939,15205497,1.257481817,1.864332192,0.103954528,69.51,0.17617567,4.893876733,0.85217551,-2.100312881,27858.9,0.004404618,-3.655941242
5.513428746,6515.61,2779.39,556.57,1991.31,505667,16762749,1.279833629,1.941201222,0.195484543,70.15,0.16629899,4.871066666,0.77228929,-2.105344793,30295.8,0.019879912,-2.97245856
5.690933614,6482.33,3246.83,397.87,3579.7,627834,18650313,1.273564425,2.031017286,0.250377323,70.74,0.16763214,4.886431691,0.74162438,-2.099608886,33003.3,0.018468077,-2.536572641
5.804893976,8149.07,3597.84,449.03,7798.43,793819,21072031,1.344599173,2.099545839,0.278782589,71.81,0.1616947,4.999034936,0.71802707,-2.07875943,35809.9,0.037035474,-2.110490614
5.887797042,8537.98,3801.64,611.84,12046.4,807700,23148566,1.313516012,2.162822786,0.329073505,72.65,0.16065458,4.966335035,0.66222565,-2.05097805,39014.3,0.048621579,-1.943042932
5.938933645,8653.23,3889.99,534.68,15025.3,967204,24999527,1.431041769,2.180654719,0.354789167,74.15,0.15737313,4.81462041,0.63770799,-2.0330191,41028.6,0.050918849,-1.776864943
4.492561242,848.02,507.1,7.03,342.2,13610,702225.1,0.775996546,0.882982108,0.037266883,43.48,0.2290147,4.128745989,0.16465609,-1.899130097,12644,0,-6.82986874
4.952016992,978.8,559.6,9.23,435.3,23251,817062.9,0.809982923,0.971384794,0.145778589,45.11,0.22205476,4.130355,0.16332,-1.906213129,14082.3,-0.002418923,-5.311503928
5.112710419,1126.16,592.43,26.43,465.9,32298,848807.5,0.841797849,1.050926514,0.158421547,46.54,0.22202602,4.314149212,0.18331406,-1.903831765,15557.1,0.007235096,-4.179608376
5.333829288,1530.91,715.78,37.6,607.89,43696,769189.7,0.889878376,1.127847414,0.238252829,47.99,0.24194971,4.316954638,0.21504032,-1.895273291,16873.4,0.004404618,-3.655941242
5.40860572,2094.87,789.95,52.23,388.96,59239,827248,0.92334531,1.204172784,0.314109764,49.24,0.24248211,4.356837024,0.19629183,-1.878801255,18305.1,0.019879912,-2.97245856
5.56811547,2216.39,967.97,52.89,711.65,56988,935995.6,1.015260063,1.293109421,0.357268768,50.59,0.26499385,4.497250844,0.21965697,-1.85893561,19904.8,0.018468077,-2.536572641
5.667291366,2760.11,1230.57,52.67,2053.66,44224,891031.1,1.020648693,1.382211036,0.392893077,51.82,0.26093587,4.629082006,0.21004851,-1.830719567,21485,0.037035474,-2.110490614
5.736281933,3022.98,1447.4,125.26,3587.8,41900,1044742.2,1.073693068,1.453438859,0.4271157,52.98,0.27550602,4.63841152,0.22160604,-1.798658926,23328.2,0.048621579,-1.943042932
5.784348122,3356.21,1650.84,112.06,4826.86,51712,1133331.9,1.14838765,1.48697645,0.483499647,54.2,0.27889848,4.667111588,0.21920591,-1.778265269,24562.3,0.050918849,-1.776864943
4.634146294,168.93,95.53,4.3,97.1,1824,78092.8,1.147885828,1.13117628,0.597637981,51.02,0.31926361,4.48187197,0.32411354,-1.952253612,14180,0,-6.82986874
5.06423925,198.6,110.9,13.61,126.4,2359,93566.6,1.203163667,1.225333041,0.782000194,52.28,0.31822216,4.562993107,0.29785227,-1.983545701,15733.3,-0.002418923,-5.311503928
5.190843508,223.9,120.28,19.63,128.8,2416,111009.5,1.216773594,1.312809272,0.794484614,53.3,0.3141468,4.609560534,0.28252,-1.999704483,17476.5,0.007235096,-4.179608376
5.439513063,398.39,149.45,26.7,171.31,3127,111841.1,1.350341535,1.378866845,0.825709354,54.91,0.33473139,4.5865988,0.23295979,-2.00400978,18979,0.004404618,-3.655941242
5.444839019,522.93,186.48,14.67,125.95,3658,79819.3,1.42234233,1.458824303,0.91701447,56.7,0.33960328,4.632298853,0.18429338,-2.006674654,20653.4,0.019879912,-2.97245856
5.619095666,571.63,228.71,38.59,251.27,4564,74814.9,1.425031953,1.539680463,0.935171366,58.04,0.32357581,4.689787032,0.15573884,-2.000669748,22553.2,0.018468077,-2.536572641
5.735668664,726.09,279.12,28.4,569.24,6451,113707.5,1.33874151,1.614684127,1.003088419,59.13,0.35001707,4.754968551,0.17159033,-1.981294343,24579,0.037035474,-2.110490614
5.795297583,794.11,323.2,64.19,874,9302,108154.4,1.288582988,1.685083274,1.072699432,59.37,0.35008938,4.789240213,0.17020753,-1.965223331,26679.5,0.048621579,-1.943042932
5.840786996,852.32,351.47,41.77,1146.73,14360,117021.3,1.299713401,1.707127078,1.141601533,60.27,0.35652881,4.723930522,0.16939578,-1.960421653,27904.1,0.050918849,-1.776864943
4.605370166,648.8,388.07,10.92,245.7,38924,1171045,1.121409969,1.365530272,0.018556753,56.64,0.26699972,4.261270434,0.28963866,-2.087113827,14924,0,-6.82986874
5.074298432,778.8,438.8,14.04,357.6,49036,1388198.8,1.160420586,1.470819316,0.018056005,58.29,0.23955392,4.384024637,0.32655617,-2.105192395,16568.7,-0.002418923,-5.311503928
5.218787028,963.38,475.4,22.76,370.9,55298,1664719.6,1.16644248,1.574991385,0.012303994,59.74,0.23168216,4.461068842,0.4008651,-2.117723074,18351.9,0.007235096,-4.179608376
5.401956401,1349.36,602.72,33.5,493.55,82791,1996609,1.191355085,1.657770829,0.074411498,61.47,0.24126327,4.50821866,0.2891489,-2.127658293,20110.1,0.004404618,-3.655941242
5.454850919,1643.64,704.73,52.83,349.01,59518,2374858.9,1.179129807,1.763480015,0.149841408,63.33,0.22557367,4.548388172,0.23127586,-2.136724587,22034.1,0.019879912,-2.97245856
5.621523424,1935.17,866.93,43.77,611.48,64648,2799985.8,1.180880088,1.859044216,0.200791597,65,0.22323502,4.668051084,0.2240958,-2.141826403,24153,0.018468077,-2.536572641
5.708869514,2245.72,1070.14,46.65,1543.52,72121,2992091.1,1.222333716,1.923722967,0.251256649,66.61,0.22299551,4.768139014,0.24220268,-2.132753192,26385.8,0.037035474,-2.110490614
5.785270292,2318.19,1163.99,81.2,2603,67271,3358917.7,1.176951855,2.006023716,0.298770369,68.24,0.20535996,4.768563733,0.24533217,-2.12817232,28920.4,0.048621579,-1.943042932
5.842848523,2368.76,1228.37,86.57,3190.23,83826,3725609.5,1.220873667,2.056339226,0.278964182,69.46,0.19573608,4.732331332,0.25982034,-2.133332911,30823.9,0.050918849,-1.776864943
4.606469342,1316.32,823.02,26.12,619.9,66312,1422310.4,1.042938572,1.086101015,-0.162270725,43.35,0.22833476,4.223909767,0.15606459,-2.073565949,12753,0,-6.82986874
5.030699325,1775.7,835.2,34.03,842.8,82453,1688902.3,1.089026862,1.186317869,-0.135819723,44.96,0.23571133,4.350277936,0.15081219,-2.145030137,14231,-0.002418923,-5.311503928
5.158020281,2200.39,883.12,67.07,909.6,91167,1960111.8,1.133923736,1.268720679,-0.06300157,46.51,0.23817118,4.396668911,0.1492639,-2.160001024,15749,0.007235096,-4.179608376
5.372868098,3117.93,1424.02,104.4,1159.02,110746,2238051.4,1.190351403,1.312378678,0.022191928,48.27,0.24947543,4.417273115,0.1050764,-2.170663449,17221,0.004404618,-3.655941242
5.417920966,3709.61,1851.23,138.09,714.93,142522,2572607.4,1.209908791,1.393691932,0.160254868,50,0.24317601,4.480626851,0.09882974,-2.173205839,18808.3,0.019879912,-2.97245856
5.590240433,4702.77,2167.53,118.38,1245.99,167484,3010846.4,1.195468152,1.522462898,0.269393349,51.78,0.23511921,4.529044796,0.12131309,-2.174394458,20579.8,0.018468077,-2.536572641
5.684599655,5400.5,2624.49,144.59,3297.15,152987,3423923.2,1.183017344,1.642059979,0.333711286,53.5,0.23864175,4.68877577,0.13869814,-2.163547195,22460.5,0.037035474,-2.110490614
5.759248717,5863.99,2811.75,217.05,5164.9,131529,3878571.9,1.139030298,1.715939777,0.349078161,55.36,0.22198837,4.725261666,0.14641099,-2.153563751,24703.2,0.048621579,-1.943042932
5.813593074,6284.68,2975.45,219.03,7526.73,160036,4276382.8,1.209303153,1.758013078,0.373768021,56.73,0.23042832,4.691806493,0.16591291,-2.15151916,26522.1,0.050918849,-1.776864943
4.329021349,466.76,243.93,3.3,244.1,11296,315078.7,1.015544073,0.639053126,0.151991207,36.3,0.40215989,4.203198967,0.06208909,-1.681588269,9850,0,-6.82986874
4.797607077,494.2,292.4,4.29,331.8,17405,342540.8,1.06482611,0.792499181,0.181671345,37.89,0.38119369,4.331127999,0.06439434,-1.718193351,11083.1,-0.002418923,-5.311503928
5.040970494,580.63,310.86,8.6,353.9,22467,410132.3,1.096676182,0.920319406,0.184743621,40.24,0.38232796,4.40976339,0.07213058,-1.736882269,12371.1,0.007235096,-4.179608376
5.264191652,875.75,386.76,13.6,481.39,18295,457303.1,1.193912832,1.04896851,0.19062036,42.96,0.37509902,4.422928626,0.07221315,-1.753400464,13696.6,0.004404618,-3.655941242
5.344485047,1113.93,459.45,18.81,336.23,25315,556852.5,1.266588948,1.150238744,0.200677059,45.56,0.36193069,4.462569217,0.03210421,-1.767232865,15121.1,0.019879912,-2.97245856
5.527283931,1325.62,568.57,25.47,836.12,34610,648576.1,1.247824078,1.280611849,0.283824642,47.76,0.34063801,4.578415449,0.0405062,-1.772485511,16703.7,0.018468077,-2.536572641
5.623692544,1535.42,732.01,39.8,2193.37,44508,762279.7,1.243677996,1.393039313,0.334162428,49.54,0.33969655,4.695559186,0.03276916,-1.766412476,18430.2,0.037035474,-2.110490614
5.68191171,1759.85,892.85,119.93,3874.7,44328,910206,1.20141668,1.475382726,0.355111723,51.48,0.35473907,4.716532654,0.02701992,-1.752838757,20397.4,0.048621579,-1.943042932
5.729904959,1744.46,1002.4,110.07,5077.83,49200,1053573.9,1.223999142,1.533744068,0.368932512,53.15,0.32196268,4.664853188,0.03060862,-1.746331064,21795.4,0.050918849,-1.776864943
4.435922789,663.69,375.52,6.09,345.2,9260,384430.4,1.139850325,0.875135348,0.114363864,38.47,0.34654158,4.135166557,0.11953177,-1.929144506,11233,0,-6.82986874
4.926528785,736.9,404.7,8.36,452.8,11512,454278.3,1.138953624,1.017582983,0.173255585,39.99,0.34621388,4.283034685,0.12218627,-1.96070595,12577.9,-0.002418923,-5.311503928
5.100171259,741.33,424.88,11.15,538.9,13343,516571.5,1.160457687,1.105819587,0.213739471,41.21,0.34632243,4.376008562,0.12952311,-1.969314376,13772.2,0.007235096,-4.179608376
5.316942831,1151.07,537.27,17,757.28,17603,619587.7,1.226850757,1.166800392,0.296758259,42.93,0.34604385,4.367800927,0.10196623,-1.97740938,15222.6,0.004404618,-3.655941242
5.381462948,1674.45,655.31,27.52,500.98,23709,741846.9,1.24604468,1.254219051,0.379032149,44.64,0.3393777,4.414614824,0.08076086,-1.981918097,16719.9,0.019879912,-2.97245856
5.546231576,1661.76,812.58,23.34,1143.47,28695,885587.7,1.229840823,1.372651722,0.442047729,46.29,0.34885512,4.478245492,0.08565249,-1.983184327,18348.3,0.018468077,-2.536572641
5.655257275,1962.62,1019.43,46.62,2478.73,36515,1070171.5,1.197623671,1.491689876,0.42483627,47.44,0.3397455,4.569232079,0.09462472,-1.975680827,20084.2,0.037035474,-2.110490614
5.715249806,2091.09,1156.08,99,4185.2,35212,1297740.9,1.02227084,1.595805411,0.408360911,48.67,0.2915158,4.606169686,0.1000815,-1.965212754,22082.4,0.048621579,-1.943042932
5.763559679,2217.98,1278.12,89.87,5647.84,45153,1451453.9,1.058948269,1.649562064,0.403496505,50.05,0.28439966,4.653198155,0.11006159,-1.954617277,23294.9,0.050918849,-1.776864943
4.587413464,803.62,439.59,11.26,355.1,43608,1192770.2,0.939471451,1.320512935,-0.378161274,49.71,0.2299622,4.468204331,0.0660559,-2.107419698,12885,0,-6.82986874
4.999709154,940.9,506.24,13.21,477.8,57287,1401479.9,0.958834111,1.432839388,-0.334629735,51.57,0.2261628,4.536034447,0.07837408,-2.162834577,14371.5,-0.002418923,-5.311503928
5.185876287,1070.41,552.44,20.21,520.7,56235,1606945.8,0.98694802,1.517542117,-0.286673248,53.01,0.22399737,4.559649671,0.09659219,-2.201891656,15836.8,0.007235096,-4.179608376
5.375833809,1539.33,689.94,32.5,699.49,74904,1725829.3,1.111777973,1.540173147,-0.126573938,54.74,0.24281954,4.543720224,0.10612828,-2.21291838,17395,0.004404618,-3.655941242
5.43533642,2083.06,802.96,43.08,464.99,69611,1844216.1,1.127955307,1.596176771,-0.053428203,56.39,0.22626097,4.605370166,0.10444215,-2.20948273,18873.7,0.019879912,-2.97245856
5.586686703,1993.18,903.22,39.63,836,98935,1963696.7,1.089151173,1.708665319,-0.050261196,58.07,0.2207056,4.700843936,0.12640755,-2.199161029,20635.2,0.018468077,-2.536572641
5.690190521,2239.57,1057.4,52.96,2215.91,76512,2165553.8,1.075924046,1.810175515,-0.028846076,59.65,0.21697072,4.798514106,0.14733155,-2.175380623,22528.3,0.037035474,-2.110490614
5.777311708,2322.68,1197.66,107.41,3366.9,92087,2408037.2,1.117739394,1.879563671,0.020429882,61.28,0.22170675,4.785155683,0.13649026,-2.152364761,24666.3,0.048621579,-1.943042932
5.834927689,2576.46,1368.96,98.75,4148.73,99236,2684020.4,1.219451715,1.891477798,0.099528543,62.66,0.22650457,4.754538018,0.14383221,-2.126865137,26226,0.050918849,-1.776864943
4.334541868,430.76,163.3,2.38,180,8261,337784.9,1.120533944,0.74863865,-0.076852967,38.78,0.36451073,4.231203745,0.10418126,-1.875499455,9768,0,-6.82986874
4.855072507,460.3,192.2,2.93,238.7,10976,400742.9,1.193995011,0.860637209,0.003115143,40.5,0.36482898,4.337682821,0.10540237,-1.961067889,10954.4,-0.002418923,-5.311503928
5.073672689,473.18,213.87,4.81,264,12020,464409.8,1.297904088,0.94482843,0.060502261,42.28,0.37173565,4.37525375,0.0814273,-1.999304254,12184.7,0.007235096,-4.179608376
5.297216761,820.48,302.66,13.7,349.29,14584,486077.3,1.486645993,0.953431591,0.28083871,44.24,0.43566597,4.39432569,0.07553967,-2.02175731,13466.6,0.004404618,-3.655941242
5.318659064,946.04,392.86,11.11,232.05,20276,509227.6,1.535683164,1.007813019,0.377812954,46.07,0.43748168,4.436041223,0.06570261,-2.032530697,14670.3,0.019879912,-2.97245856
5.496266179,1099.87,576.38,11.66,456.19,24448,466911.6,1.55955291,1.068238988,0.45398857,48.12,0.44296039,4.566637236,0.04441566,-2.037014237,16011,0.018468077,-2.536572641
5.586574274,1127.95,742.84,25.37,1194.2,27882,476151.3,1.529169626,1.168702869,0.469497251,49.69,0.45745428,4.641887769,0.04909935,-2.026161988,17488.4,0.037035474,-2.110490614
5.666911,1405.75,870.69,34.31,1958.9,27637,505544.3,1.534553125,1.244345066,0.516242924,50.7,0.4532535,4.643621372,0.04367861,-2.01367112,19139,0.048621579,-1.943042932
5.721949779,1460.57,931.42,42.69,2557.64,30732,521333.6,1.565652678,1.276702684,0.564318996,52.23,0.46174321,4.671613143,0.04230135,-1.995586475,20335.1,0.050918849,-1.776864943
4.118549251,105.58,49.92,1.24,54.5,844,84196.5,1.218911829,0.987270961,0.168552193,47.85,0.61210748,4.549657476,0.04780196,-1.948762372,11467.8,0,-6.82986874
4.770769367,117.8,54.9,1.11,67.5,1099,89540.4,1.279100082,1.098778941,0.195065013,49.29,0.57870654,4.542017371,0.05070605,-1.975717253,12947.8,-0.002418923,-5.311503928
4.983127055,134.15,61.35,1.59,77.2,1534,92527.6,1.345478148,1.16994021,0.249068575,50.84,0.5849947,4.535176814,0.05711231,-1.991068247,14374,0.007235096,-4.179608376
5.273768494,208.14,82.28,2.6,101.65,2590,65029,1.454641604,1.249414512,0.313093939,51.67,0.62686333,4.475972248,0.0599138,-1.996295166,15812.7,0.004404618,-3.655941242
5.300215564,262.21,99.66,4.6,67.21,3284,77939.6,1.480223952,1.360155704,0.298354915,53.55,0.59273311,4.510309905,0.04498021,-2.001928283,17301.8,0.019879912,-2.97245856
5.48147191,310.55,120.15,2.01,161.68,3181,83275.6,1.536116486,1.440095758,0.24860075,55.45,0.58306252,4.625854777,0.01796073,-1.997852117,19001,0.018468077,-2.536572641
5.572610202,355.42,152.9,3.04,422.81,4439,67715.8,1.465516732,1.544451291,0.236967558,57.27,0.57497304,4.734354644,0.01751095,-1.949502968,20757.3,0.037035474,-2.110490614
5.644209383,382.3,174.54,3.9,637,5017,93712,1.4424197,1.608957797,0.252469317,58.78,0.62835516,4.707094806,0.01277892,-1.937330111,22617.7,0.048621579,-1.943042932
5.697865001,412.82,181.97,4.54,827.54,6736,103699.2,1.459359792,1.626196696,0.290518047,60.08,0.6430154,4.712319102,0.00763672,-1.928649263,24037.4,0.050918849,-1.776864943
4.467401256,122.06,60.91,1.46,61.1,1985,143696.4,1.077814847,1.182003231,-0.044291548,51.15,0.36918109,4.527208645,0.0656638,-1.819519136,13104,0,-6.82986874
4.918081312,150.3,71.1,1.6,80.4,3230,167493.5,1.110949373,1.256612692,-0.001889785,52.84,0.35788747,4.562993107,0.08561143,-1.84413462,14565.8,-0.002418923,-5.311503928
5.107519991,180.31,78.2,2.3,91.9,3532,186517.5,1.166594498,1.303320278,0.026320555,54.82,0.3635224,4.644775441,0.13495865,-1.884080845,15906.8,0.007235096,-4.179608376
5.369241705,200.76,92.46,3.8,123.23,4394,200453.1,1.231150376,1.331732573,0.093125978,56.98,0.39099585,4.557239652,0.09029067,-1.904790696,17329.1,0.004404618,-3.655941242
5.358282948,307.11,111.88,4.25,94.73,6149,239624.3,1.258744557,1.39473365,0.142740112,58.74,0.39593005,4.664853188,0.07767314,-1.928651891,18832.3,0.019879912,-2.97245856
5.543574598,415.05,159.15,3.27,204.87,8575,291101.4,1.275424056,1.519907,0.093435697,60.95,0.3986514,4.754968551,0.10632069,-1.943817687,20561.7,0.018468077,-2.536572641
5.609178712,498.23,217.02,7.19,462.92,9860,369910.2,1.261704134,1.601687959,0.157909322,62.15,0.38300433,4.852342715,0.07119547,-1.940090237,22400.4,0.037035474,-2.110490614
5.677814883,520.04,259.09,8.15,743.9,9275,415733.1,1.30967473,1.65893259,0.170105578,63.63,0.38369953,4.781138269,0.06422057,-1.934102132,24411.9,0.048621579,-1.943042932
5.736636812,549.95,283.64,7.74,924.34,12172,453490.8,1.345497601,1.705129838,0.199481807,64.96,0.37759469,4.757977106,0.03135898,-1.93053713,25734.9,0.050918849,-1.776864943
4.412192049,548.07,255.02,3.24,246.6,7044,273424.7,1.019798853,1.19703882,-0.143290862,44.22,0.36241941,4.510859507,0.21436898,-1.925563294,12151,0,-6.82986874
4.965637928,628.6,293,4.07,317.1,8224,314257.4,1.070308763,1.308008443,0.03009264,44.94,0.36323758,4.54584472,0.20338537,-1.947096939,13669.6,-0.002418923,-5.311503928
5.097852206,734.3,305.7,5.72,329,10210,357811.7,1.085391748,1.391107758,0.050712126,46.79,0.35777261,4.504023004,0.18348049,-1.947127706,15096.6,0.007235096,-4.179608376
5.325397371,1023.79,409.54,8.7,382.55,12250,366179.8,1.216455708,1.37422178,0.255928213,48.78,0.40803771,4.453882072,0.13163231,-1.93219073,16859.1,0.004404618,-3.655941242
5.340993641,1323.9,468.4,13.37,252.85,14105,390945.5,1.273919441,1.386794236,0.312786795,50.42,0.42884753,4.487624622,0.12164637,-1.910950216,18354.7,0.019879912,-2.97245856
5.516207141,1407.42,569.91,8.24,333.28,14260,400467.8,1.282353227,1.514599621,0.296847442,51.9,0.42614014,4.523200623,0.12444072,-1.887712224,19975.1,0.018468077,-2.536572641
5.605213658,1678.63,647.25,8.01,856.18,14647,448778.8,1.215920249,1.633896351,0.327244074,54.01,0.41089164,4.688867745,0.10331969,-1.865602862,21500.2,0.037035474,-2.110490614
5.684735562,1818.97,775.9,15.87,2006,14771,441346.9,1.173884528,1.6778813,0.384956231,55.51,0.39092793,4.689419418,0.12027943,-1.828191445,23103.4,0.048621579,-1.943042932
5.731235501,1943.82,883.86,13.17,3092.05,18843,391938.6,1.244011039,1.679075909,0.38474526,56.53,0.40102337,4.701479866,0.10685047,-1.79148257,23844.7,0.050918849,-1.776864943
